Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
TXN104163,USER1951,3011.29,Recharge,1,iOS,Same City,2,2997,5,UPI PIN,0
TXN104164,USER3113,4458.41,Merchant,22,Android,Same City,0,3229,2,UPI PIN,0
TXN104165,USER4205,1047.81,Recharge,11,Android,Different City,1,927,5,UPI PIN,0
TXN104166,USER4537,474.25,P2P,22,iOS,Different State,0,2938,4,UPI PIN,0
TXN104167,USER2893,365.5,Merchant,13,Android,Same City,0,2512,2,Biometric,0
TXN104168,USER3083,891.39,Bill Payment,12,Android,Different State,0,848,2,UPI PIN,1
TXN104169,USER1087,2522.53,Recharge,3,iOS,Same City,1,917,4,Biometric,0
TXN104170,USER1874,2039.11,Bill Payment,19,iOS,Different City,0,355,3,Auto Debit,0
TXN104171,USER3026,624.51,Merchant,21,iOS,Same City,1,2107,4,UPI PIN,0
TXN104172,USER2781,8660.92,Bill Payment,3,Android,Same City,0,763,1,Auto Debit,0
TXN104173,USER1251,1927.89,Bill Payment,5,iOS,Different State,0,780,3,UPI PIN,0
TXN104174,USER3670,2035.33,P2P,14,Android,Same City,0,561,2,UPI PIN,0
TXN104175,USER3310,1207.47,P2P,6,Android,Different City,0,3546,2,UPI PIN,0
TXN104176,USER4957,994.07,P2P,6,iOS,Different City,0,2795,3,UPI PIN,0
TXN104177,USER4313,2234.21,Merchant,20,Android,Same City,0,130,5,Auto Debit,0
TXN104178,USER3236,3030.6,P2P,13,iOS,Different City,0,843,1,Biometric,1
TXN104179,USER1745,2633.08,Bill Payment,11,iOS,Different State,1,3051,0,UPI PIN,1
TXN104180,USER3837,609.35,Merchant,18,Android,Same City,0,743,3,Auto Debit,1
TXN104181,USER4411,945.76,P2P,1,Android,Same City,0,935,3,Auto Debit,0
TXN104182,USER4862,1096.87,Recharge,12,Android,Different State,0,1057,1,UPI PIN,0
TXN104183,USER1921,5633.83,P2P,0,Android,Different State,1,3281,2,Biometric,1
TXN104184,USER1078,683.61,Recharge,5,Android,Same City,0,192,1,Biometric,0
TXN104185,USER3406,3103.69,Merchant,4,Android,Different City,1,3315,5,UPI PIN,1
TXN104186,USER4094,771.46,Recharge,17,Web,Same City,1,401,5,UPI PIN,0
TXN104187,USER4977,5562.22,P2P,16,Android,Different City,0,780,3,UPI PIN,0
TXN104188,USER4666,377.39,P2P,16,Android,Same City,1,1677,2,UPI PIN,0
TXN104189,USER4065,2417.84,P2P,15,iOS,Different City,0,2212,4,UPI PIN,0
TXN104190,USER4362,523.63,Merchant,1,iOS,Same City,0,1794,3,UPI PIN,0
TXN104191,USER1524,1203.32,Bill Payment,21,Android,Same City,1,576,2,UPI PIN,0
TXN104192,USER3742,446.65,Merchant,2,Web,Same City,0,162,3,UPI PIN,0
TXN104193,USER1233,837.81,Recharge,23,iOS,Different State,0,3389,3,UPI PIN,0
TXN104194,USER4699,3621.3,P2P,9,iOS,Same City,0,158,1,UPI PIN,0
TXN104195,USER4014,3437.32,Merchant,2,Android,Same City,0,3742,4,UPI PIN,0
TXN104196,USER2338,3905.67,Bill Payment,22,iOS,Same City,0,1470,4,UPI PIN,1
TXN104197,USER1373,3502.56,P2P,13,iOS,Same City,1,3572,3,UPI PIN,0
TXN104198,USER2286,3440.89,Bill Payment,18,Android,Same City,0,2799,3,UPI PIN,0
TXN104199,USER1002,4517.71,P2P,0,Android,Different State,0,43,3,UPI PIN,0
TXN104200,USER1721,245.6,Bill Payment,3,Web,Same City,0,2574,3,UPI PIN,0
TXN104201,USER4192,4319.67,P2P,2,iOS,Same City,0,3555,2,UPI PIN,0
TXN104202,USER2984,3525.08,P2P,20,Android,Same City,0,2264,5,UPI PIN,0
TXN104203,USER1515,771.12,Bill Payment,16,Android,Same City,0,938,4,Biometric,0
TXN104204,USER2918,2196.03,Recharge,7,Android,Same City,0,1621,6,Biometric,0
TXN104205,USER3160,2698.11,Bill Payment,23,iOS,Same City,1,2346,2,UPI PIN,1
TXN104206,USER1194,3755.97,Merchant,9,Android,Different State,0,2517,0,UPI PIN,0
TXN104207,USER2156,11.58,P2P,9,Android,Different City,0,2389,4,Auto Debit,0
TXN104208,USER3396,2017.06,Merchant,13,Android,Same City,0,3559,3,UPI PIN,1
TXN104209,USER3501,497.28,P2P,15,Android,Same City,0,374,5,UPI PIN,0
TXN104210,USER2727,152.94,Bill Payment,18,Android,Same City,0,1493,2,Biometric,0
TXN104211,USER2920,1231.06,Merchant,11,Android,Different City,0,3412,5,UPI PIN,0
TXN104212,USER4195,2187.32,P2P,12,Android,Same City,0,3348,5,UPI PIN,1
TXN104213,USER3870,4272.35,Recharge,11,Android,Same City,0,1475,4,Biometric,0
TXN104214,USER2636,5317.39,Merchant,20,iOS,Same City,0,3369,1,UPI PIN,0
TXN104215,USER1925,1083.97,Bill Payment,7,Android,Different City,0,910,4,UPI PIN,0
TXN104216,USER2065,1289.07,Recharge,14,Android,Same City,0,2307,2,UPI PIN,0
TXN104217,USER4562,2068.52,Merchant,19,Android,Same City,0,2935,3,Biometric,1
TXN104218,USER1223,1881.19,Recharge,8,Android,Same City,1,666,7,UPI PIN,1
TXN104219,USER3410,782.58,P2P,10,Android,Same City,1,487,3,UPI PIN,0
TXN104220,USER4577,2126.86,Recharge,21,Android,Same City,0,2990,5,UPI PIN,0
TXN104221,USER4971,2749.72,Merchant,5,iOS,Same City,0,1789,3,UPI PIN,0
TXN104222,USER1956,1656.21,Bill Payment,8,Android,Same City,0,124,4,UPI PIN,1
TXN104223,USER1758,3631.49,P2P,9,iOS,Same City,0,384,4,UPI PIN,1
TXN104224,USER4162,1855.14,P2P,5,Android,Same City,0,3118,2,Biometric,0
TXN104225,USER2692,1059.98,P2P,16,Android,Different City,0,3343,4,UPI PIN,0
TXN104226,USER2686,35.86,Recharge,5,Android,Same City,0,2431,3,UPI PIN,0
TXN104227,USER1192,1132.49,P2P,12,iOS,Same City,2,617,3,UPI PIN,0
TXN104228,USER1817,1936.24,Recharge,20,iOS,Same City,0,1940,3,Biometric,1
TXN104229,USER3864,1898.87,Merchant,7,Android,Same City,1,2836,2,UPI PIN,0
TXN104230,USER4361,691.8,P2P,13,Web,Different State,0,1094,2,Biometric,0
TXN104231,USER3583,1194.48,Bill Payment,5,iOS,Same City,1,3784,2,Biometric,0
TXN104232,USER4034,710.5,Merchant,18,Android,Same City,0,167,4,Biometric,0
TXN104233,USER3963,999.76,P2P,12,Android,Same City,0,925,2,UPI PIN,0
TXN104234,USER4257,23.0,P2P,0,Android,Same City,0,3136,3,Auto Debit,0
TXN104235,USER3841,131.26,Recharge,13,iOS,Different City,0,2404,2,Biometric,0
TXN104236,USER2690,5800.76,P2P,12,Android,Same City,0,404,4,UPI PIN,0
TXN104237,USER4752,1072.45,P2P,19,Android,Same City,1,2422,1,UPI PIN,1
TXN104238,USER3389,724.49,P2P,16,Android,Different State,0,1480,0,UPI PIN,0
TXN104239,USER3089,2279.73,Recharge,19,Android,Different State,0,1261,1,UPI PIN,0
TXN104240,USER1896,2035.49,Bill Payment,1,Web,Same City,0,2332,0,UPI PIN,0
TXN104241,USER1326,1426.57,Recharge,0,Android,Same City,1,1463,3,UPI PIN,0
TXN104242,USER3216,9025.44,Bill Payment,8,iOS,Same City,1,3731,3,UPI PIN,1
TXN104243,USER4906,10958.71,P2P,23,Android,Same City,1,3116,3,UPI PIN,1
TXN104244,USER3515,2623.45,Merchant,14,Android,Same City,0,925,4,Biometric,0
TXN104245,USER3652,263.63,Bill Payment,3,iOS,Same City,0,3015,2,Biometric,0
TXN104246,USER4164,1034.64,P2P,18,iOS,Same City,0,651,6,UPI PIN,0
TXN104247,USER4591,467.11,Recharge,9,Web,Same City,0,2363,3,UPI PIN,0
TXN104248,USER3051,393.1,Bill Payment,3,iOS,Same City,1,2284,4,UPI PIN,0
TXN104249,USER4976,266.28,Bill Payment,22,Android,Same City,1,809,3,Biometric,0
TXN104250,USER2030,442.24,Recharge,1,iOS,Same City,0,3836,3,UPI PIN,0
TXN104251,USER4181,8120.48,P2P,20,Android,Same City,0,3340,5,UPI PIN,1
TXN104252,USER2420,2536.78,P2P,3,Android,Same City,2,1344,3,UPI PIN,0
TXN104253,USER3824,10220.41,Merchant,12,Android,Same City,0,776,4,UPI PIN,1
TXN104254,USER1926,385.76,Recharge,15,Android,Different City,0,2231,6,UPI PIN,0
TXN104255,USER2170,373.73,Bill Payment,7,iOS,Same City,1,3474,1,Auto Debit,0
TXN104256,USER4432,6158.49,P2P,23,Android,Same City,0,2677,1,Biometric,1
TXN104257,USER2231,2417.76,Bill Payment,3,Android,Same City,0,3252,1,UPI PIN,0
TXN104258,USER4123,1303.89,Bill Payment,9,Android,Same City,0,3108,2,Biometric,0
TXN104259,USER1227,4681.66,Merchant,1,Android,Different State,0,3742,5,Biometric,0
TXN104260,USER4904,7625.31,Recharge,15,Android,Same City,1,944,4,UPI PIN,0
TXN104261,USER4834,5239.57,Bill Payment,19,Android,Same City,0,90,3,UPI PIN,0
TXN104262,USER2272,3185.41,P2P,9,Android,Same City,0,1647,5,Biometric,0
TXN104263,USER3601,166.43,P2P,9,Android,Same City,0,3827,5,UPI PIN,0
TXN104264,USER2060,250.52,Bill Payment,14,Android,Same City,0,3949,4,Biometric,0
TXN104265,USER3522,330.72,Recharge,18,Android,Same City,0,3956,2,UPI PIN,0
TXN104266,USER2089,1056.7,Bill Payment,21,Android,Same City,1,952,4,UPI PIN,0
TXN104267,USER3225,586.04,P2P,10,Android,Same City,0,2655,1,UPI PIN,0
TXN104268,USER2884,1223.34,Bill Payment,12,Android,Same City,0,2605,5,UPI PIN,0
TXN104269,USER1887,5825.18,Recharge,11,iOS,Same City,1,2961,2,UPI PIN,1
TXN104270,USER4596,1300.69,P2P,14,Android,Different State,0,1413,4,UPI PIN,0
TXN104271,USER2898,6157.82,Recharge,10,iOS,Same City,1,2571,2,Auto Debit,0
TXN104272,USER2280,309.02,Merchant,8,Android,Same City,0,3720,4,Biometric,0
TXN104273,USER3898,5426.0,Merchant,1,iOS,Same City,1,1402,4,Auto Debit,1
TXN104274,USER2320,4073.72,Bill Payment,4,Android,Same City,1,3638,7,Biometric,0
TXN104275,USER2152,706.55,Recharge,15,Android,Same City,0,3504,3,Auto Debit,0
TXN104276,USER1628,882.64,Merchant,1,Android,Different City,0,3840,1,Biometric,0
TXN104277,USER3874,1027.32,P2P,15,iOS,Same City,1,467,5,UPI PIN,0
TXN104278,USER1479,789.9,Bill Payment,23,Android,Different City,0,985,6,UPI PIN,0
TXN104279,USER1894,4960.31,P2P,1,iOS,Same City,0,2403,4,UPI PIN,0
TXN104280,USER4704,167.94,Merchant,6,Android,Same City,1,420,4,Auto Debit,1
TXN104281,USER4221,1177.6,Recharge,16,iOS,Different State,1,1840,6,Biometric,0
TXN104282,USER2442,6465.53,P2P,14,Android,Same City,1,309,7,UPI PIN,1
TXN104283,USER2844,856.96,Recharge,15,Web,Same City,0,3160,3,UPI PIN,0
TXN104284,USER3038,1443.85,Bill Payment,4,iOS,Different State,0,227,1,UPI PIN,1
TXN104285,USER4420,1798.48,P2P,21,iOS,Different State,0,1636,3,Biometric,0
TXN104286,USER3007,3489.36,Merchant,22,iOS,Same City,0,2334,2,Auto Debit,0
TXN104287,USER4138,941.86,Bill Payment,7,Android,Different State,0,3182,8,UPI PIN,0
TXN104288,USER2499,620.24,P2P,4,iOS,Same City,1,786,4,UPI PIN,0
TXN104289,USER1898,8415.0,Recharge,3,Android,Same City,0,2065,3,UPI PIN,0
TXN104290,USER1312,1064.48,P2P,19,Android,Same City,1,2997,4,UPI PIN,0
TXN104291,USER4584,3591.71,P2P,0,Android,Different City,0,746,1,Biometric,0
TXN104292,USER1331,962.31,Recharge,5,Android,Same City,1,2767,5,UPI PIN,0
TXN104293,USER3944,2033.11,Merchant,21,iOS,Same City,0,96,4,UPI PIN,0
TXN104294,USER4680,1481.98,Recharge,23,Android,Same City,0,2192,7,Biometric,0
TXN104295,USER1913,1299.13,Merchant,15,iOS,Same City,0,1470,5,Biometric,0
TXN104296,USER3954,886.52,Bill Payment,1,Android,Same City,1,361,4,Auto Debit,0
TXN104297,USER2084,496.7,P2P,14,Android,Different City,0,207,1,Biometric,0
TXN104298,USER4025,37.11,P2P,10,Android,Same City,0,296,4,UPI PIN,0
TXN104299,USER1797,1215.1,Recharge,7,Web,Same City,1,1879,1,UPI PIN,0
TXN104300,USER2756,1322.75,P2P,19,Android,Same City,0,3944,2,UPI PIN,0
TXN104301,USER3379,843.56,Merchant,9,Android,Same City,0,380,3,Biometric,0
TXN104302,USER4753,1154.28,Bill Payment,14,Android,Same City,0,1478,3,Auto Debit,1
TXN104303,USER2337,249.45,Bill Payment,13,iOS,Same City,0,3805,2,UPI PIN,0
TXN104304,USER4211,1663.97,Merchant,8,iOS,Same City,0,864,3,UPI PIN,0
TXN104305,USER4747,1892.91,Bill Payment,3,Web,Same City,2,964,4,UPI PIN,0
TXN104306,USER2691,1819.86,Merchant,14,iOS,Same City,0,3879,5,UPI PIN,1
TXN104307,USER4503,2429.92,Recharge,9,Android,Different State,1,2022,3,UPI PIN,0
TXN104308,USER3239,672.91,Recharge,15,Android,Same City,0,2808,5,Biometric,0
TXN104309,USER1353,10300.91,Bill Payment,4,Android,Different City,0,2213,3,Biometric,1
TXN104310,USER3787,2700.89,P2P,3,iOS,Same City,0,2345,3,UPI PIN,0
TXN104311,USER3012,681.87,P2P,3,Android,Same City,0,757,2,UPI PIN,0
TXN104312,USER1564,1195.69,Recharge,18,Android,Different State,0,1257,2,UPI PIN,1
TXN104313,USER1733,1332.35,Merchant,23,iOS,Same City,1,2429,2,UPI PIN,0
TXN104314,USER3318,1793.97,Bill Payment,20,Android,Same City,0,56,2,UPI PIN,1
TXN104315,USER4526,4408.05,Bill Payment,8,Web,Different City,0,1648,4,UPI PIN,0
TXN104316,USER3873,2133.65,Recharge,9,Android,Same City,0,1143,4,Auto Debit,0
TXN104317,USER1627,1258.53,Bill Payment,20,Android,Different City,0,1436,0,UPI PIN,1
TXN104318,USER3744,2566.38,Merchant,15,Web,Same City,0,3144,1,UPI PIN,1
TXN104319,USER2047,503.93,Bill Payment,4,iOS,Same City,0,3951,4,Auto Debit,1
TXN104320,USER4020,811.3,Merchant,6,Android,Different State,0,2705,4,UPI PIN,0
TXN104321,USER3617,3358.61,P2P,6,iOS,Different City,0,1123,5,UPI PIN,0
TXN104322,USER2410,3775.47,Merchant,14,Android,Same City,1,3385,0,UPI PIN,0
TXN104323,USER4860,5573.09,Merchant,17,iOS,Same City,1,3685,4,UPI PIN,0
TXN104324,USER3938,59.3,P2P,7,Web,Same City,0,530,3,UPI PIN,0
TXN104325,USER2124,474.48,Recharge,9,Android,Different State,0,1099,5,UPI PIN,1
TXN104326,USER1927,387.44,Bill Payment,13,iOS,Same City,0,1546,6,UPI PIN,0
TXN104327,USER2094,5.16,P2P,17,Android,Same City,0,1318,5,UPI PIN,0
TXN104328,USER1749,626.82,P2P,22,Android,Same City,0,3649,1,Biometric,0
TXN104329,USER4353,357.44,Recharge,13,Web,Same City,1,3384,3,UPI PIN,1
TXN104330,USER1296,2322.18,P2P,0,iOS,Same City,0,2942,3,UPI PIN,0
TXN104331,USER1849,526.88,Merchant,0,Android,Same City,0,759,4,UPI PIN,0
TXN104332,USER3509,1275.3,Bill Payment,19,Android,Different City,0,3550,2,Biometric,1
TXN104333,USER1475,1314.15,Merchant,20,Android,Different City,0,855,4,UPI PIN,0
TXN104334,USER3817,173.32,Recharge,3,Android,Different City,0,2633,1,UPI PIN,0
TXN104335,USER2793,490.72,Bill Payment,13,iOS,Same City,0,3567,5,UPI PIN,0
TXN104336,USER3478,2534.52,Bill Payment,13,Android,Same City,0,3480,3,UPI PIN,0
TXN104337,USER4242,2386.56,Bill Payment,20,iOS,Same City,0,2168,3,UPI PIN,1
TXN104338,USER2949,243.19,Bill Payment,18,Android,Same City,1,1019,1,Auto Debit,1
TXN104339,USER2539,3836.24,Bill Payment,7,Android,Same City,0,1922,0,Biometric,0
TXN104340,USER1974,402.32,Recharge,1,Android,Same City,1,1533,5,Biometric,0
TXN104341,USER4068,4952.74,Merchant,19,iOS,Same City,0,276,3,UPI PIN,0
TXN104342,USER1549,313.0,Bill Payment,12,iOS,Same City,0,195,4,Biometric,0
TXN104343,USER2592,1667.43,Merchant,22,Android,Same City,1,2968,2,UPI PIN,1
TXN104344,USER1285,871.21,Merchant,10,Android,Same City,0,1264,3,UPI PIN,0
TXN104345,USER2500,516.99,Recharge,5,Android,Same City,0,1637,3,UPI PIN,0
TXN104346,USER3803,1411.76,P2P,8,Android,Different City,0,2961,3,Biometric,1
TXN104347,USER4326,816.74,Merchant,4,iOS,Same City,0,38,2,UPI PIN,0
TXN104348,USER3378,2823.0,P2P,14,Android,Same City,0,3234,5,Biometric,0
TXN104349,USER4521,2977.7,Bill Payment,22,iOS,Same City,0,2774,5,UPI PIN,1
TXN104350,USER2123,3034.07,Recharge,6,Android,Same City,0,3779,2,Auto Debit,0
TXN104351,USER1923,2595.4,Bill Payment,10,Android,Same City,0,982,2,Biometric,0
TXN104352,USER1271,2197.88,Bill Payment,4,iOS,Different State,0,3532,5,UPI PIN,1
TXN104353,USER3378,216.56,Merchant,14,Android,Same City,0,3457,5,UPI PIN,0
TXN104354,USER4097,2614.82,Bill Payment,2,iOS,Same City,0,3614,1,Auto Debit,1
TXN104355,USER2526,1871.16,Merchant,20,Android,Same City,0,280,2,UPI PIN,1
TXN104356,USER1201,1881.1,Merchant,9,Android,Same City,0,2395,7,UPI PIN,0
TXN104357,USER4654,2221.19,P2P,4,Android,Same City,0,3877,0,UPI PIN,1
TXN104358,USER1559,258.94,Bill Payment,6,Android,Same City,0,2352,4,UPI PIN,0
TXN104359,USER3462,796.98,Recharge,12,Android,Same City,1,1636,5,UPI PIN,0
TXN104360,USER1540,534.21,Recharge,22,Android,Different State,1,2285,0,Biometric,0
TXN104361,USER1555,5689.06,Recharge,18,Android,Same City,0,3020,3,UPI PIN,0
TXN104362,USER1012,477.87,Merchant,10,Android,Same City,0,2517,4,UPI PIN,0
TXN104363,USER2911,886.38,Recharge,0,Android,Different State,0,1708,5,UPI PIN,0
TXN104364,USER3504,537.54,Recharge,18,iOS,Same City,1,1736,4,Auto Debit,0
TXN104365,USER3836,824.95,P2P,15,Android,Same City,1,2142,5,UPI PIN,0
TXN104366,USER1867,256.19,Bill Payment,12,iOS,Same City,2,1629,4,UPI PIN,0
TXN104367,USER4425,4509.21,Recharge,13,Android,Different State,0,3664,4,Biometric,1
TXN104368,USER2499,1374.51,Recharge,10,Android,Same City,0,458,2,UPI PIN,0
TXN104369,USER4508,2638.7,P2P,11,Android,Same City,0,1763,1,UPI PIN,0
TXN104370,USER4235,3427.13,P2P,15,iOS,Different City,2,1520,1,UPI PIN,0
TXN104371,USER3822,1492.71,Recharge,9,iOS,Different City,0,558,2,UPI PIN,1
TXN104372,USER3018,573.4,Bill Payment,7,iOS,Same City,0,716,3,UPI PIN,0
TXN104373,USER4005,1177.96,P2P,17,Android,Different State,0,1573,3,UPI PIN,0
TXN104374,USER2843,91.18,P2P,20,Android,Different City,0,340,2,UPI PIN,0
TXN104375,USER4875,994.21,Recharge,9,iOS,Same City,1,2083,0,UPI PIN,0
TXN104376,USER3846,1760.06,Bill Payment,9,iOS,Same City,3,761,3,UPI PIN,0
TXN104377,USER2447,2511.41,Bill Payment,12,Android,Same City,0,3213,2,UPI PIN,1
TXN104378,USER4230,377.19,Recharge,12,Android,Same City,0,821,2,Biometric,0
TXN104379,USER1136,1241.64,Merchant,17,Android,Different State,0,2670,4,UPI PIN,0
TXN104380,USER3937,1107.22,Recharge,18,Android,Same City,1,3673,2,Biometric,0
TXN104381,USER4421,1066.55,P2P,18,Android,Same City,0,1473,3,UPI PIN,0
TXN104382,USER4488,3038.56,P2P,3,Android,Same City,0,2680,3,UPI PIN,0
TXN104383,USER2808,829.44,Merchant,19,Android,Same City,0,3259,1,UPI PIN,0
TXN104384,USER4048,1877.14,P2P,6,Android,Same City,0,2256,5,UPI PIN,0
TXN104385,USER3343,979.92,Recharge,15,iOS,Same City,0,3607,1,UPI PIN,1
TXN104386,USER3396,1535.09,Merchant,7,Android,Same City,0,3814,4,Biometric,0
TXN104387,USER1787,1089.69,P2P,22,Android,Same City,0,2784,3,Biometric,1
TXN104388,USER2705,780.58,Bill Payment,6,Android,Different State,1,714,4,UPI PIN,0
TXN104389,USER3697,6297.48,P2P,5,Android,Different State,0,3603,1,UPI PIN,1
TXN104390,USER4237,2328.19,Bill Payment,21,Android,Same City,0,1521,5,UPI PIN,0
TXN104391,USER4015,118.3,P2P,3,Android,Same City,0,3467,6,Biometric,0
TXN104392,USER4499,695.89,Merchant,0,Android,Same City,1,3360,1,UPI PIN,0
TXN104393,USER4686,78.31,P2P,20,Android,Same City,1,3763,2,UPI PIN,1
TXN104394,USER3003,130.77,P2P,22,iOS,Same City,1,3302,2,UPI PIN,0
TXN104395,USER4026,1986.77,Merchant,8,iOS,Same City,0,3870,2,UPI PIN,0
TXN104396,USER2554,4610.48,P2P,4,Android,Same City,0,964,1,UPI PIN,1
TXN104397,USER2426,2245.03,Merchant,18,iOS,Different City,0,254,2,UPI PIN,0
TXN104398,USER1284,153.96,P2P,10,Android,Same City,0,205,4,UPI PIN,0
TXN104399,USER4396,1405.2,Bill Payment,6,iOS,Same City,0,2939,1,Biometric,0
TXN104400,USER4783,4096.95,Recharge,22,Android,Same City,0,2747,2,Auto Debit,1
TXN104401,USER4459,1468.09,Bill Payment,2,Android,Same City,0,357,4,Biometric,1
TXN104402,USER1332,172.27,Bill Payment,3,Android,Same City,0,2157,3,UPI PIN,0
TXN104403,USER2568,1768.25,Bill Payment,0,iOS,Different State,0,2162,4,UPI PIN,0
TXN104404,USER4689,2537.99,P2P,22,iOS,Same City,0,3791,2,UPI PIN,0
TXN104405,USER1317,507.13,Merchant,17,Android,Different City,0,3887,2,UPI PIN,1
TXN104406,USER2434,638.74,Bill Payment,22,Android,Same City,0,253,5,UPI PIN,0
TXN104407,USER3955,1374.25,P2P,8,Android,Same City,0,3574,2,UPI PIN,1
TXN104408,USER2592,1695.3,Merchant,10,Android,Same City,0,2294,1,UPI PIN,1
TXN104409,USER4357,1206.24,P2P,5,Android,Same City,0,1423,4,UPI PIN,0
TXN104410,USER4332,384.64,P2P,10,Android,Same City,0,2641,1,Biometric,0
TXN104411,USER2879,1560.27,Recharge,23,Android,Same City,0,2109,7,UPI PIN,0
TXN104412,USER3619,4137.71,Recharge,1,Android,Same City,0,2705,2,UPI PIN,0
TXN104413,USER4296,6355.19,P2P,23,Android,Same City,0,85,4,UPI PIN,1
TXN104414,USER2989,1354.35,Merchant,13,Android,Same City,1,1406,0,UPI PIN,0
TXN104415,USER1740,174.42,Bill Payment,0,Android,Same City,0,1962,3,UPI PIN,0
TXN104416,USER1193,3186.23,P2P,4,iOS,Different City,0,2315,0,UPI PIN,1
TXN104417,USER3497,1565.72,Merchant,13,Android,Same City,0,583,3,UPI PIN,0
TXN104418,USER4950,5285.26,Bill Payment,1,Android,Same City,0,3624,3,Auto Debit,0
TXN104419,USER1721,865.54,Recharge,7,Android,Different City,0,1380,5,UPI PIN,0
TXN104420,USER2992,4234.89,Merchant,9,Android,Same City,0,2281,4,UPI PIN,0
TXN104421,USER4224,1794.98,Merchant,0,Android,Same City,0,1546,3,Biometric,1
TXN104422,USER2848,2092.25,P2P,3,Android,Same City,1,2196,2,UPI PIN,1
TXN104423,USER4302,6375.07,P2P,20,iOS,Different City,0,2113,1,Auto Debit,0
TXN104424,USER4145,392.95,Recharge,17,Android,Same City,1,2024,1,UPI PIN,0
TXN104425,USER2909,1996.4,Bill Payment,18,Android,Same City,0,1933,4,UPI PIN,0
TXN104426,USER4892,2429.67,Bill Payment,15,iOS,Different State,0,828,1,UPI PIN,0
TXN104427,USER3105,812.86,P2P,0,Android,Different State,0,2258,0,UPI PIN,0
TXN104428,USER1873,9306.66,Recharge,21,iOS,Same City,0,267,2,Auto Debit,0
TXN104429,USER2216,1367.35,P2P,7,iOS,Same City,0,654,3,UPI PIN,0
TXN104430,USER2284,2267.81,Bill Payment,11,iOS,Same City,0,498,5,Biometric,1
TXN104431,USER4175,1962.5,Bill Payment,21,Web,Different State,0,1858,3,UPI PIN,1
TXN104432,USER4875,842.62,Bill Payment,22,Android,Different City,0,453,3,UPI PIN,0
TXN104433,USER4030,565.99,P2P,1,Android,Same City,1,2555,4,UPI PIN,1
TXN104434,USER4633,384.56,Merchant,17,iOS,Same City,1,1764,1,UPI PIN,1
TXN104435,USER2411,260.12,P2P,5,Android,Different City,0,3876,2,Biometric,1
TXN104436,USER3995,259.58,Merchant,23,Android,Different State,1,255,3,UPI PIN,1
TXN104437,USER2895,5711.57,Recharge,3,Android,Same City,0,1225,3,Auto Debit,0
TXN104438,USER2728,472.7,Recharge,2,iOS,Same City,0,2185,3,UPI PIN,0
TXN104439,USER4097,964.13,Bill Payment,23,iOS,Same City,0,3223,2,UPI PIN,0
TXN104440,USER2085,1797.72,Bill Payment,19,Android,Same City,0,2192,1,UPI PIN,0
TXN104441,USER2638,496.1,P2P,19,Web,Same City,0,3543,4,Biometric,0
TXN104442,USER2744,1168.17,Recharge,12,Web,Same City,0,2454,2,UPI PIN,0
TXN104443,USER1127,1177.45,P2P,15,iOS,Same City,0,2003,2,Biometric,1
TXN104444,USER1685,777.85,Bill Payment,12,Android,Same City,0,1074,4,UPI PIN,1
TXN104445,USER3665,476.34,Recharge,17,Android,Same City,0,1659,5,UPI PIN,0
TXN104446,USER2820,3306.9,Recharge,10,Android,Same City,0,3833,1,UPI PIN,0
TXN104447,USER3828,4602.67,Merchant,16,iOS,Different State,0,752,1,UPI PIN,0
TXN104448,USER1414,2416.25,P2P,16,Android,Different State,0,3361,2,UPI PIN,1
TXN104449,USER3843,9141.13,Recharge,21,Android,Same City,0,2547,0,UPI PIN,0
TXN104450,USER1501,1531.27,P2P,0,iOS,Same City,0,2070,5,Auto Debit,0
TXN104451,USER3171,1354.93,Bill Payment,22,Android,Same City,1,691,1,UPI PIN,1
TXN104452,USER2891,2373.22,Bill Payment,5,Android,Same City,0,1186,4,UPI PIN,1
TXN104453,USER3294,4544.09,P2P,6,Android,Same City,0,2213,8,UPI PIN,0
TXN104454,USER2143,1436.5,Recharge,17,iOS,Different City,1,994,2,Auto Debit,0
TXN104455,USER2144,5100.39,P2P,16,iOS,Different City,0,1476,3,UPI PIN,0
TXN104456,USER4564,2032.78,Merchant,13,Android,Same City,0,2838,6,UPI PIN,0
TXN104457,USER1202,1823.95,Recharge,4,Android,Different State,1,1438,2,UPI PIN,0
TXN104458,USER3356,986.74,Merchant,13,Android,Same City,0,3928,1,UPI PIN,0
TXN104459,USER1209,598.53,P2P,0,iOS,Same City,0,51,4,UPI PIN,0
TXN104460,USER2453,336.83,P2P,14,Android,Different City,0,1937,3,UPI PIN,0
TXN104461,USER1419,222.17,Merchant,9,Android,Same City,0,1558,3,UPI PIN,0
TXN104462,USER4969,1015.76,P2P,11,Android,Same City,0,2355,2,UPI PIN,0
TXN104463,USER1795,405.23,Merchant,20,iOS,Same City,0,3518,1,UPI PIN,0
TXN104464,USER4483,1909.35,Bill Payment,17,Android,Different State,0,3534,4,UPI PIN,0
TXN104465,USER1570,427.59,Bill Payment,15,Android,Same City,1,3666,2,UPI PIN,0
TXN104466,USER2611,44.49,Merchant,20,Android,Same City,1,3562,1,UPI PIN,0
TXN104467,USER3940,527.76,Recharge,20,Android,Same City,1,1405,6,UPI PIN,1
